"sent_index","gap","gap_position","gap_numeric","filler_effect","err","dependency","language","lang_dep","model"
9,"no-gap","decl-comp",-0.5,1.22098827362061,0.0888203498417806,"Wh","Norwegian","Norwegian - Wh","LSTM"
9,"no-gap","decl-comp",-0.5,1.47457504272461,0.0878705402027331,"RC","Norwegian","Norwegian - RC","LSTM"
9,"no-gap","wh-comp",-0.5,0.412541508674622,0.0700725223257429,"Wh","English","English - Wh","LSTM"
9,"no-gap","wh-comp",-0.5,0.890871047973633,0.101378863644121,"Wh","Norwegian","Norwegian - Wh","LSTM"
9,"no-gap","wh-comp",-0.5,1.47768974304199,0.104408164172789,"RC","Norwegian","Norwegian - RC","LSTM"
9,"gap","zero-comp",0.5,-2.70970225334167,0.149602162815389,"Wh","English","English - Wh","LSTM"
9,"gap","zero-comp",0.5,-2.46312236785889,0.150842416341311,"RC","Norwegian","Norwegian - RC","LSTM"
9,"gap","zero-comp",0.5,-0.811433792114258,0.106943213789736,"Wh","Norwegian","Norwegian - Wh","LSTM"
9,"gap","decl-comp",0.5,-2.56877088546753,0.102262478966382,"Wh","English","English - Wh","LSTM"
9,"gap","decl-comp",0.5,-2.17884254455566,0.0878705402027331,"RC","Norwegian","Norwegian - RC","LSTM"
9,"gap","decl-comp",0.5,-1.25031471252441,0.0888203498417806,"Wh","Norwegian","Norwegian - Wh","LSTM"
9,"gap","wh-comp",0.5,-2.46382617950439,0.104408164172789,"RC","Norwegian","Norwegian - RC","LSTM"
9,"gap","wh-comp",0.5,-2.11853504180908,0.0700725223257429,"Wh","English","English - Wh","LSTM"
9,"gap","wh-comp",0.5,-0.925088882446289,0.101378863644121,"Wh","Norwegian","Norwegian - Wh","LSTM"
10,"no-gap","zero-comp",-0.5,1.15997314453125,0.106943213789736,"Wh","Norwegian","Norwegian - Wh","LSTM"
10,"no-gap","zero-comp",-0.5,1.42023944854737,0.150842416341311,"RC","Norwegian","Norwegian - RC","LSTM"
10,"no-gap","zero-comp",-0.5,2.71090245246887,0.149602162815389,"Wh","English","English - Wh","LSTM"
10,"no-gap","decl-comp",-0.5,0.786139607429504,0.102262478966382,"Wh","English","English - Wh","LSTM"
10,"no-gap","decl-comp",-0.5,0.983599662780763,0.0878705402027331,"RC","Norwegian","Norwegian - RC","LSTM"
10,"no-gap","decl-comp",-0.5,1.20789337158203,0.0888203498417806,"Wh","Norwegian","Norwegian - Wh","LSTM"
10,"no-gap","wh-comp",-0.5,0.22002124786377,0.0700725223257429,"Wh","English","English - Wh","LSTM"
10,"no-gap","wh-comp",-0.5,0.440550804138184,0.104408164172789,"RC","Norwegian","Norwegian - RC","LSTM"
10,"no-gap","wh-comp",-0.5,0.736134529113768,0.101378863644121,"Wh","Norwegian","Norwegian - Wh","LSTM"
10,"gap","zero-comp",0.5,-5.99108409881592,0.149602162815389,"Wh","English","English - Wh","LSTM"
10,"gap","zero-comp",0.5,-3.11284494400024,0.150842416341311,"RC","Norwegian","Norwegian - RC","LSTM"
10,"gap","zero-comp",0.5,-2.60878086090088,0.106943213789736,"Wh","Norwegian","Norwegian - Wh","LSTM"
10,"gap","decl-comp",0.5,-5.27979230880737,0.0878705402027331,"RC","Norwegian","Norwegian - RC","LSTM"
10,"gap","decl-comp",0.5,-4.24396324157715,0.0888203498417806,"Wh","Norwegian","Norwegian - Wh","LSTM"
10,"gap","decl-comp",0.5,-2.76797819137573,0.102262478966382,"Wh","English","English - Wh","LSTM"
